fairness,electorate_size,clusters,cluster_std,electoral_system,apathy_prob,candidates,issues
0.992,10000,10,3,plurality,0.05,6,2
0.903,10000,10,3,plurality,0.05,6,12
0.932,10000,10,3,plurality,0.05,6,22
0.932,10000,10,3,plurality,0.05,7,2
0.866,10000,10,3,plurality,0.05,7,12
0.91,10000,10,3,plurality,0.05,7,22
0.944,10000,10,3,plurality,0.05,8,2
0.879,10000,10,3,plurality,0.05,8,12
0.867,10000,10,3,plurality,0.05,8,22
0.943,10000,10,3,plurality,0.05,9,2
0.839,10000,10,3,plurality,0.05,9,12
0.883,10000,10,3,plurality,0.05,9,22
0.866,10000,10,3,plurality,0.05,10,2
0.724,10000,10,3,plurality,0.05,10,12
0.735,10000,10,3,plurality,0.05,10,22
0.93,10000,25,1,majority,0.0,2,2
0.976,10000,25,1,majority,0.0,2,12
0.991,10000,25,1,majority,0.0,2,22
0.858,10000,25,1,majority,0.0,3,2
0.857,10000,25,1,majority,0.0,3,12
0.934,10000,25,1,majority,0.0,3,22
0.657,10000,25,1,majority,0.0,4,2
0.895,10000,25,1,majority,0.0,4,12
0.873,10000,25,1,majority,0.0,4,22
0.67,10000,25,1,majority,0.0,5,2
0.885,10000,25,1,majority,0.0,5,12
0.922,10000,25,1,majority,0.0,5,22
0.674,10000,25,1,majority,0.0,6,2
0.794,10000,25,1,majority,0.0,6,12
0.848,10000,25,1,majority,0.0,6,22
0.783,10000,25,1,majority,0.0,7,2
0.782,10000,25,1,majority,0.0,7,12
0.901,10000,25,1,majority,0.0,7,22
0.704,10000,25,1,majority,0.0,8,2
0.784,10000,25,1,majority,0.0,8,12
0.865,10000,25,1,majority,0.0,8,22
0.692,10000,25,1,majority,0.0,9,2
0.847,10000,25,1,majority,0.0,9,12
0.785,10000,25,1,majority,0.0,9,22
0.802,10000,25,1,majority,0.0,10,2
0.707,10000,25,1,majority,0.0,10,12
0.817,10000,25,1,majority,0.0,10,22
0.893,10000,25,1,majority,0.01,2,2
1.014,10000,25,1,majority,0.01,2,12
1.006,10000,25,1,majority,0.01,2,22
0.705,10000,25,1,majority,0.01,3,2
0.909,10000,25,1,majority,0.01,3,12
0.936,10000,25,1,majority,0.01,3,22
0.884,10000,25,1,majority,0.01,4,2
0.909,10000,25,1,majority,0.01,4,12
0.939,10000,25,1,majority,0.01,4,22
0.736,10000,25,1,majority,0.01,5,2
0.883,10000,25,1,majority,0.01,5,12
0.735,10000,25,1,majority,0.01,5,22
0.762,10000,25,1,majority,0.01,6,2
0.713,10000,25,1,majority,0.01,6,12
0.823,10000,25,1,majority,0.01,6,22
0.985,10000,25,1,majority,0.01,7,2
0.797,10000,25,1,majority,0.01,7,12
0.83,10000,25,1,majority,0.01,7,22
0.672,10000,25,1,majority,0.01,8,2
0.802,10000,25,1,majority,0.01,8,12
0.85,10000,25,1,majority,0.01,8,22
0.749,10000,25,1,majority,0.01,9,2
0.77,10000,25,1,majority,0.01,9,12
0.922,10000,25,1,majority,0.01,9,22
0.631,10000,25,1,majority,0.01,10,2
0.804,10000,25,1,majority,0.01,10,12
0.767,10000,25,1,majority,0.01,10,22
0.877,10000,25,1,majority,0.05,2,2
0.986,10000,25,1,majority,0.05,2,12
0.974,10000,25,1,majority,0.05,2,22
0.79,10000,25,1,majority,0.05,3,2
0.949,10000,25,1,majority,0.05,3,12
0.936,10000,25,1,majority,0.05,3,22
0.809,10000,25,1,majority,0.05,4,2
0.893,10000,25,1,majority,0.05,4,12
0.93,10000,25,1,majority,0.05,4,22
0.768,10000,25,1,majority,0.05,5,2
0.856,10000,25,1,majority,0.05,5,12
0.918,10000,25,1,majority,0.05,5,22
0.67,10000,25,1,majority,0.05,6,2
0.935,10000,25,1,majority,0.05,6,12
0.894,10000,25,1,majority,0.05,6,22
0.812,10000,25,1,majority,0.05,7,2
0.8,10000,25,1,majority,0.05,7,12
0.843,10000,25,1,majority,0.05,7,22
0.685,10000,25,1,majority,0.05,8,2
0.798,10000,25,1,majority,0.05,8,12
0.882,10000,25,1,majority,0.05,8,22
0.818,10000,25,1,majority,0.05,9,2
0.782,10000,25,1,majority,0.05,9,12
0.841,10000,25,1,majority,0.05,9,22
0.849,10000,25,1,majority,0.05,10,2
0.853,10000,25,1,majority,0.05,10,12
0.72,10000,25,1,majority,0.05,10,22
0.847,10000,25,1,plurality,0.0,2,2
0.945,10000,25,1,plurality,0.0,2,12
1.004,10000,25,1,plurality,0.0,2,22
0.858,10000,25,1,plurality,0.0,3,2
0.96,10000,25,1,plurality,0.0,3,12
0.948,10000,25,1,plurality,0.0,3,22
0.83,10000,25,1,plurality,0.0,4,2
0.983,10000,25,1,plurality,0.0,4,12
0.931,10000,25,1,plurality,0.0,4,22
0.775,10000,25,1,plurality,0.0,5,2
0.915,10000,25,1,plurality,0.0,5,12
0.944,10000,25,1,plurality,0.0,5,22
0.804,10000,25,1,plurality,0.0,6,2
0.872,10000,25,1,plurality,0.0,6,12
0.914,10000,25,1,plurality,0.0,6,22
0.935,10000,25,1,plurality,0.0,7,2
0.917,10000,25,1,plurality,0.0,7,12
0.92,10000,25,1,plurality,0.0,7,22
0.753,10000,25,1,plurality,0.0,8,2
0.901,10000,25,1,plurality,0.0,8,12
0.955,10000,25,1,plurality,0.0,8,22
0.641,10000,25,1,plurality,0.0,9,2
0.909,10000,25,1,plurality,0.0,9,12
0.921,10000,25,1,plurality,0.0,9,22
0.774,10000,25,1,plurality,0.0,10,2
0.872,10000,25,1,plurality,0.0,10,12
0.955,10000,25,1,plurality,0.0,10,22
0.855,10000,25,1,plurality,0.01,2,2
0.967,10000,25,1,plurality,0.01,2,12
0.986,10000,25,1,plurality,0.01,2,22
0.777,10000,25,1,plurality,0.01,3,2
0.929,10000,25,1,plurality,0.01,3,12
0.957,10000,25,1,plurality,0.01,3,22
0.799,10000,25,1,plurality,0.01,4,2
0.922,10000,25,1,plurality,0.01,4,12
1.005,10000,25,1,plurality,0.01,4,22
0.732,10000,25,1,plurality,0.01,5,2
0.94,10000,25,1,plurality,0.01,5,12
0.949,10000,25,1,plurality,0.01,5,22
0.778,10000,25,1,plurality,0.01,6,2
0.863,10000,25,1,plurality,0.01,6,12
0.921,10000,25,1,plurality,0.01,6,22
0.705,10000,25,1,plurality,0.01,7,2
0.889,10000,25,1,plurality,0.01,7,12
0.927,10000,25,1,plurality,0.01,7,22
0.858,10000,25,1,plurality,0.01,8,2
0.907,10000,25,1,plurality,0.01,8,12
0.951,10000,25,1,plurality,0.01,8,22
0.787,10000,25,1,plurality,0.01,9,2
0.783,10000,25,1,plurality,0.01,9,12
0.866,10000,25,1,plurality,0.01,9,22
0.914,10000,25,1,plurality,0.01,10,2
0.835,10000,25,1,plurality,0.01,10,12
0.877,10000,25,1,plurality,0.01,10,22
0.874,10000,25,1,plurality,0.05,2,2
0.971,10000,25,1,plurality,0.05,2,12
0.993,10000,25,1,plurality,0.05,2,22
0.839,10000,25,1,plurality,0.05,3,2
0.941,10000,25,1,plurality,0.05,3,12
0.948,10000,25,1,plurality,0.05,3,22
0.846,10000,25,1,plurality,0.05,4,2
0.9,10000,25,1,plurality,0.05,4,12
0.961,10000,25,1,plurality,0.05,4,22
0.831,10000,25,1,plurality,0.05,5,2
0.882,10000,25,1,plurality,0.05,5,12
0.971,10000,25,1,plurality,0.05,5,22
0.881,10000,25,1,plurality,0.05,6,2
0.942,10000,25,1,plurality,0.05,6,12
0.899,10000,25,1,plurality,0.05,6,22
0.73,10000,25,1,plurality,0.05,7,2
0.943,10000,25,1,plurality,0.05,7,12
0.931,10000,25,1,plurality,0.05,7,22
0.704,10000,25,1,plurality,0.05,8,2
0.887,10000,25,1,plurality,0.05,8,12
0.907,10000,25,1,plurality,0.05,8,22
0.705,10000,25,1,plurality,0.05,9,2
0.835,10000,25,1,plurality,0.05,9,12
0.899,10000,25,1,plurality,0.05,9,22
0.659,10000,25,1,plurality,0.05,10,2
0.936,10000,25,1,plurality,0.05,10,12
0.893,10000,25,1,plurality,0.05,10,22
0.885,10000,25,2,majority,0.0,2,2
0.967,10000,25,2,majority,0.0,2,12
0.994,10000,25,2,majority,0.0,2,22
0.774,10000,25,2,majority,0.0,3,2
0.92,10000,25,2,majority,0.0,3,12
0.945,10000,25,2,majority,0.0,3,22
0.8,10000,25,2,majority,0.0,4,2
0.836,10000,25,2,majority,0.0,4,12
0.92,10000,25,2,majority,0.0,4,22
0.729,10000,25,2,majority,0.0,5,2
0.88,10000,25,2,majority,0.0,5,12
0.908,10000,25,2,majority,0.0,5,22
0.915,10000,25,2,majority,0.0,6,2
0.815,10000,25,2,majority,0.0,6,12
0.82,10000,25,2,majority,0.0,6,22
0.723,10000,25,2,majority,0.0,7,2
0.929,10000,25,2,majority,0.0,7,12
0.848,10000,25,2,majority,0.0,7,22
0.699,10000,25,2,majority,0.0,8,2
0.771,10000,25,2,majority,0.0,8,12
0.752,10000,25,2,majority,0.0,8,22
0.931,10000,25,2,majority,0.0,9,2
0.872,10000,25,2,majority,0.0,9,12
0.801,10000,25,2,majority,0.0,9,22
0.776,10000,25,2,majority,0.0,10,2
0.785,10000,25,2,majority,0.0,10,12
0.861,10000,25,2,majority,0.0,10,22
0.895,10000,25,2,majority,0.01,2,2
0.958,10000,25,2,majority,0.01,2,12
1.012,10000,25,2,majority,0.01,2,22
0.809,10000,25,2,majority,0.01,3,2
0.974,10000,25,2,majority,0.01,3,12
0.999,10000,25,2,majority,0.01,3,22
0.758,10000,25,2,majority,0.01,4,2
0.918,10000,25,2,majority,0.01,4,12
0.976,10000,25,2,majority,0.01,4,22
0.781,10000,25,2,majority,0.01,5,2
0.846,10000,25,2,majority,0.01,5,12
0.908,10000,25,2,majority,0.01,5,22
0.794,10000,25,2,majority,0.01,6,2
0.854,10000,25,2,majority,0.01,6,12
0.854,10000,25,2,majority,0.01,6,22
0.647,10000,25,2,majority,0.01,7,2
0.779,10000,25,2,majority,0.01,7,12
0.876,10000,25,2,majority,0.01,7,22
0.651,10000,25,2,majority,0.01,8,2
0.858,10000,25,2,majority,0.01,8,12
0.894,10000,25,2,majority,0.01,8,22
0.814,10000,25,2,majority,0.01,9,2
0.707,10000,25,2,majority,0.01,9,12
0.848,10000,25,2,majority,0.01,9,22
0.667,10000,25,2,majority,0.01,10,2
0.746,10000,25,2,majority,0.01,10,12
0.87,10000,25,2,majority,0.01,10,22
0.88,10000,25,2,majority,0.05,2,2
0.948,10000,25,2,majority,0.05,2,12
0.969,10000,25,2,majority,0.05,2,22
0.723,10000,25,2,majority,0.05,3,2
0.908,10000,25,2,majority,0.05,3,12
0.948,10000,25,2,majority,0.05,3,22
0.694,10000,25,2,majority,0.05,4,2
0.883,10000,25,2,majority,0.05,4,12
0.875,10000,25,2,majority,0.05,4,22
0.94,10000,25,2,majority,0.05,5,2
0.879,10000,25,2,majority,0.05,5,12
0.919,10000,25,2,majority,0.05,5,22
0.775,10000,25,2,majority,0.05,6,2
0.879,10000,25,2,majority,0.05,6,12
0.908,10000,25,2,majority,0.05,6,22
0.73,10000,25,2,majority,0.05,7,2
0.892,10000,25,2,majority,0.05,7,12
0.803,10000,25,2,majority,0.05,7,22
0.757,10000,25,2,majority,0.05,8,2
0.849,10000,25,2,majority,0.05,8,12
0.792,10000,25,2,majority,0.05,8,22
0.88,10000,25,2,majority,0.05,9,2
0.873,10000,25,2,majority,0.05,9,12
0.86,10000,25,2,majority,0.05,9,22
0.747,10000,25,2,majority,0.05,10,2
0.836,10000,25,2,majority,0.05,10,12
0.815,10000,25,2,majority,0.05,10,22
0.876,10000,25,2,plurality,0.0,2,2
0.98,10000,25,2,plurality,0.0,2,12
0.985,10000,25,2,plurality,0.0,2,22
0.887,10000,25,2,plurality,0.0,3,2
0.956,10000,25,2,plurality,0.0,3,12
0.982,10000,25,2,plurality,0.0,3,22
0.806,10000,25,2,plurality,0.0,4,2
0.931,10000,25,2,plurality,0.0,4,12
0.943,10000,25,2,plurality,0.0,4,22
0.718,10000,25,2,plurality,0.0,5,2
0.873,10000,25,2,plurality,0.0,5,12
0.922,10000,25,2,plurality,0.0,5,22
0.771,10000,25,2,plurality,0.0,6,2
0.934,10000,25,2,plurality,0.0,6,12
0.923,10000,25,2,plurality,0.0,6,22
0.979,10000,25,2,plurality,0.0,7,2
0.885,10000,25,2,plurality,0.0,7,12
0.917,10000,25,2,plurality,0.0,7,22
0.751,10000,25,2,plurality,0.0,8,2
0.853,10000,25,2,plurality,0.0,8,12
0.885,10000,25,2,plurality,0.0,8,22
0.726,10000,25,2,plurality,0.0,9,2
0.887,10000,25,2,plurality,0.0,9,12
0.948,10000,25,2,plurality,0.0,9,22
0.662,10000,25,2,plurality,0.0,10,2
0.907,10000,25,2,plurality,0.0,10,12
0.885,10000,25,2,plurality,0.0,10,22
0.826,10000,25,2,plurality,0.01,2,2
0.939,10000,25,2,plurality,0.01,2,12
0.98,10000,25,2,plurality,0.01,2,22
0.846,10000,25,2,plurality,0.01,3,2
0.942,10000,25,2,plurality,0.01,3,12
0.97,10000,25,2,plurality,0.01,3,22
0.74,10000,25,2,plurality,0.01,4,2
0.949,10000,25,2,plurality,0.01,4,12
0.94,10000,25,2,plurality,0.01,4,22
0.729,10000,25,2,plurality,0.01,5,2
0.934,10000,25,2,plurality,0.01,5,12
0.908,10000,25,2,plurality,0.01,5,22
1.006,10000,25,2,plurality,0.01,6,2
0.927,10000,25,2,plurality,0.01,6,12
0.907,10000,25,2,plurality,0.01,6,22
0.778,10000,25,2,plurality,0.01,7,2
0.917,10000,25,2,plurality,0.01,7,12
0.89,10000,25,2,plurality,0.01,7,22
0.712,10000,25,2,plurality,0.01,8,2
0.924,10000,25,2,plurality,0.01,8,12
0.93,10000,25,2,plurality,0.01,8,22
0.793,10000,25,2,plurality,0.01,9,2
0.843,10000,25,2,plurality,0.01,9,12
0.882,10000,25,2,plurality,0.01,9,22
0.839,10000,25,2,plurality,0.01,10,2
0.871,10000,25,2,plurality,0.01,10,12
0.897,10000,25,2,plurality,0.01,10,22
0.873,10000,25,2,plurality,0.05,2,2
0.984,10000,25,2,plurality,0.05,2,12
0.974,10000,25,2,plurality,0.05,2,22
0.794,10000,25,2,plurality,0.05,3,2
0.956,10000,25,2,plurality,0.05,3,12
0.97,10000,25,2,plurality,0.05,3,22
0.833,10000,25,2,plurality,0.05,4,2
0.912,10000,25,2,plurality,0.05,4,12
0.909,10000,25,2,plurality,0.05,4,22
0.773,10000,25,2,plurality,0.05,5,2
0.894,10000,25,2,plurality,0.05,5,12
0.942,10000,25,2,plurality,0.05,5,22
0.826,10000,25,2,plurality,0.05,6,2
0.92,10000,25,2,plurality,0.05,6,12
0.876,10000,25,2,plurality,0.05,6,22
0.873,10000,25,2,plurality,0.05,7,2
0.871,10000,25,2,plurality,0.05,7,12
0.919,10000,25,2,plurality,0.05,7,22
0.691,10000,25,2,plurality,0.05,8,2
0.914,10000,25,2,plurality,0.05,8,12
0.9,10000,25,2,plurality,0.05,8,22
0.931,10000,25,2,plurality,0.05,9,2
0.83,10000,25,2,plurality,0.05,9,12
0.871,10000,25,2,plurality,0.05,9,22
0.792,10000,25,2,plurality,0.05,10,2
0.805,10000,25,2,plurality,0.05,10,12
0.895,10000,25,2,plurality,0.05,10,22
0.848,10000,25,3,majority,0.0,2,2
0.989,10000,25,3,majority,0.0,2,12
0.977,10000,25,3,majority,0.0,2,22
0.82,10000,25,3,majority,0.0,3,2
0.953,10000,25,3,majority,0.0,3,12
0.953,10000,25,3,majority,0.0,3,22
0.737,10000,25,3,majority,0.0,4,2
0.854,10000,25,3,majority,0.0,4,12
0.905,10000,25,3,majority,0.0,4,22
0.735,10000,25,3,majority,0.0,5,2
0.897,10000,25,3,majority,0.0,5,12
0.908,10000,25,3,majority,0.0,5,22
0.758,10000,25,3,majority,0.0,6,2
0.828,10000,25,3,majority,0.0,6,12
0.902,10000,25,3,majority,0.0,6,22
0.771,10000,25,3,majority,0.0,7,2
0.9,10000,25,3,majority,0.0,7,12
0.876,10000,25,3,majority,0.0,7,22
0.937,10000,25,3,majority,0.0,8,2
0.798,10000,25,3,majority,0.0,8,12
0.881,10000,25,3,majority,0.0,8,22
0.689,10000,25,3,majority,0.0,9,2
0.821,10000,25,3,majority,0.0,9,12
0.797,10000,25,3,majority,0.0,9,22
0.728,10000,25,3,majority,0.0,10,2
0.795,10000,25,3,majority,0.0,10,12
0.947,10000,25,3,majority,0.0,10,22
0.949,10000,25,3,majority,0.01,2,2
1.001,10000,25,3,majority,0.01,2,12
0.985,10000,25,3,majority,0.01,2,22
0.745,10000,25,3,majority,0.01,3,2
0.955,10000,25,3,majority,0.01,3,12
0.963,10000,25,3,majority,0.01,3,22
0.755,10000,25,3,majority,0.01,4,2
0.862,10000,25,3,majority,0.01,4,12
0.835,10000,25,3,majority,0.01,4,22
0.727,10000,25,3,majority,0.01,5,2
0.843,10000,25,3,majority,0.01,5,12
0.903,10000,25,3,majority,0.01,5,22
0.776,10000,25,3,majority,0.01,6,2
0.858,10000,25,3,majority,0.01,6,12
0.896,10000,25,3,majority,0.01,6,22
0.643,10000,25,3,majority,0.01,7,2
0.805,10000,25,3,majority,0.01,7,12
0.735,10000,25,3,majority,0.01,7,22
0.698,10000,25,3,majority,0.01,8,2
0.867,10000,25,3,majority,0.01,8,12
0.92,10000,25,3,majority,0.01,8,22
0.764,10000,25,3,majority,0.01,9,2
0.822,10000,25,3,majority,0.01,9,12
0.876,10000,25,3,majority,0.01,9,22
0.931,10000,25,3,majority,0.01,10,2
0.836,10000,25,3,majority,0.01,10,12
0.78,10000,25,3,majority,0.01,10,22
0.858,10000,25,3,majority,0.05,2,2
0.981,10000,25,3,majority,0.05,2,12
0.979,10000,25,3,majority,0.05,2,22
0.741,10000,25,3,majority,0.05,3,2
0.961,10000,25,3,majority,0.05,3,12
0.956,10000,25,3,majority,0.05,3,22
0.794,10000,25,3,majority,0.05,4,2
0.921,10000,25,3,majority,0.05,4,12
0.934,10000,25,3,majority,0.05,4,22
0.969,10000,25,3,majority,0.05,5,2
0.867,10000,25,3,majority,0.05,5,12
0.887,10000,25,3,majority,0.05,5,22
0.694,10000,25,3,majority,0.05,6,2
0.929,10000,25,3,majority,0.05,6,12
0.827,10000,25,3,majority,0.05,6,22
0.803,10000,25,3,majority,0.05,7,2
0.907,10000,25,3,majority,0.05,7,12
0.868,10000,25,3,majority,0.05,7,22
0.729,10000,25,3,majority,0.05,8,2
0.815,10000,25,3,majority,0.05,8,12
0.901,10000,25,3,majority,0.05,8,22
0.627,10000,25,3,majority,0.05,9,2
0.805,10000,25,3,majority,0.05,9,12
0.906,10000,25,3,majority,0.05,9,22
0.947,10000,25,3,majority,0.05,10,2
0.755,10000,25,3,majority,0.05,10,12
0.756,10000,25,3,majority,0.05,10,22
0.847,10000,25,3,plurality,0.0,2,2
0.955,10000,25,3,plurality,0.0,2,12
0.987,10000,25,3,plurality,0.0,2,22
0.859,10000,25,3,plurality,0.0,3,2
0.959,10000,25,3,plurality,0.0,3,12
0.972,10000,25,3,plurality,0.0,3,22
0.832,10000,25,3,plurality,0.0,4,2
0.898,10000,25,3,plurality,0.0,4,12
0.961,10000,25,3,plurality,0.0,4,22
0.958,10000,25,3,plurality,0.0,5,2
0.904,10000,25,3,plurality,0.0,5,12
0.938,10000,25,3,plurality,0.0,5,22
0.736,10000,25,3,plurality,0.0,6,2
0.89,10000,25,3,plurality,0.0,6,12
0.902,10000,25,3,plurality,0.0,6,22
0.778,10000,25,3,plurality,0.0,7,2
0.874,10000,25,3,plurality,0.0,7,12
0.895,10000,25,3,plurality,0.0,7,22
0.695,10000,25,3,plurality,0.0,8,2
0.912,10000,25,3,plurality,0.0,8,12
0.899,10000,25,3,plurality,0.0,8,22
0.779,10000,25,3,plurality,0.0,9,2
0.903,10000,25,3,plurality,0.0,9,12
0.888,10000,25,3,plurality,0.0,9,22
0.934,10000,25,3,plurality,0.0,10,2
0.843,10000,25,3,plurality,0.0,10,12
0.915,10000,25,3,plurality,0.0,10,22
0.844,10000,25,3,plurality,0.01,2,2
0.96,10000,25,3,plurality,0.01,2,12
0.985,10000,25,3,plurality,0.01,2,22
0.848,10000,25,3,plurality,0.01,3,2
0.948,10000,25,3,plurality,0.01,3,12
0.962,10000,25,3,plurality,0.01,3,22
0.852,10000,25,3,plurality,0.01,4,2
0.89,10000,25,3,plurality,0.01,4,12
0.971,10000,25,3,plurality,0.01,4,22
0.856,10000,25,3,plurality,0.01,5,2
0.935,10000,25,3,plurality,0.01,5,12
0.946,10000,25,3,plurality,0.01,5,22
0.94,10000,25,3,plurality,0.01,6,2
0.879,10000,25,3,plurality,0.01,6,12
0.935,10000,25,3,plurality,0.01,6,22
0.842,10000,25,3,plurality,0.01,7,2
0.888,10000,25,3,plurality,0.01,7,12
0.939,10000,25,3,plurality,0.01,7,22
1.032,10000,25,3,plurality,0.01,8,2
0.913,10000,25,3,plurality,0.01,8,12
0.94,10000,25,3,plurality,0.01,8,22
0.918,10000,25,3,plurality,0.01,9,2
0.891,10000,25,3,plurality,0.01,9,12
0.888,10000,25,3,plurality,0.01,9,22
1.023,10000,25,3,plurality,0.01,10,2
0.854,10000,25,3,plurality,0.01,10,12
0.864,10000,25,3,plurality,0.01,10,22
0.857,10000,25,3,plurality,0.05,2,2
0.985,10000,25,3,plurality,0.05,2,12
0.98,10000,25,3,plurality,0.05,2,22
0.853,10000,25,3,plurality,0.05,3,2
0.921,10000,25,3,plurality,0.05,3,12
0.967,10000,25,3,plurality,0.05,3,22
0.811,10000,25,3,plurality,0.05,4,2
0.932,10000,25,3,plurality,0.05,4,12
0.937,10000,25,3,plurality,0.05,4,22
0.909,10000,25,3,plurality,0.05,5,2
0.896,10000,25,3,plurality,0.05,5,12
0.951,10000,25,3,plurality,0.05,5,22
0.892,10000,25,3,plurality,0.05,6,2
0.908,10000,25,3,plurality,0.05,6,12
0.909,10000,25,3,plurality,0.05,6,22
0.771,10000,25,3,plurality,0.05,7,2
0.879,10000,25,3,plurality,0.05,7,12
0.924,10000,25,3,plurality,0.05,7,22
1.042,10000,25,3,plurality,0.05,8,2
0.895,10000,25,3,plurality,0.05,8,12
0.907,10000,25,3,plurality,0.05,8,22
0.972,10000,25,3,plurality,0.05,9,2
0.898,10000,25,3,plurality,0.05,9,12
0.95,10000,25,3,plurality,0.05,9,22
0.94,10000,25,3,plurality,0.05,10,2
0.892,10000,25,3,plurality,0.05,10,12
0.91,10000,25,3,plurality,0.05,10,22
4.801,25000,1,1,majority,0.0,2,2
5.497,25000,1,1,majority,0.0,2,12
6.206,25000,1,1,majority,0.0,2,22
1.541,25000,1,1,majority,0.0,3,2
4.697,25000,1,1,majority,0.0,3,12
5.891,25000,1,1,majority,0.0,3,22
2.646,25000,1,1,majority,0.0,4,2
5.206,25000,1,1,majority,0.0,4,12
4.734,25000,1,1,majority,0.0,4,22
7.129,25000,1,1,majority,0.0,5,2
6.017,25000,1,1,majority,0.0,5,12
5.639,25000,1,1,majority,0.0,5,22
5.377,25000,1,1,majority,0.0,6,2
4.366,25000,1,1,majority,0.0,6,12
5.376,25000,1,1,majority,0.0,6,22
6.192,25000,1,1,majority,0.0,7,2
5.104,25000,1,1,majority,0.0,7,12
5.446,25000,1,1,majority,0.0,7,22
6.895,25000,1,1,majority,0.0,8,2
5.684,25000,1,1,majority,0.0,8,12
4.814,25000,1,1,majority,0.0,8,22
6.407,25000,1,1,majority,0.0,9,2
4.526,25000,1,1,majority,0.0,9,12
4.719,25000,1,1,majority,0.0,9,22
0.782,25000,1,1,majority,0.0,10,2
5.422,25000,1,1,majority,0.0,10,12
5.474,25000,1,1,majority,0.0,10,22
3.582,25000,1,1,majority,0.01,2,2
4.773,25000,1,1,majority,0.01,2,12
5.915,25000,1,1,majority,0.01,2,22
1.754,25000,1,1,majority,0.01,3,2
5.096,25000,1,1,majority,0.01,3,12
5.595,25000,1,1,majority,0.01,3,22
0.986,25000,1,1,majority,0.01,4,2
5.342,25000,1,1,majority,0.01,4,12
5.957,25000,1,1,majority,0.01,4,22
5.761,25000,1,1,majority,0.01,5,2
5.421,25000,1,1,majority,0.01,5,12
5.628,25000,1,1,majority,0.01,5,22
1.149,25000,1,1,majority,0.01,6,2
4.314,25000,1,1,majority,0.01,6,12
5.756,25000,1,1,majority,0.01,6,22
3.455,25000,1,1,majority,0.01,7,2
4.867,25000,1,1,majority,0.01,7,12
5.768,25000,1,1,majority,0.01,7,22
5.767,25000,1,1,majority,0.01,8,2
5.473,25000,1,1,majority,0.01,8,12
4.657,25000,1,1,majority,0.01,8,22
1.553,25000,1,1,majority,0.01,9,2
6.536,25000,1,1,majority,0.01,9,12
6.067,25000,1,1,majority,0.01,9,22
3.701,25000,1,1,majority,0.01,10,2
5.853,25000,1,1,majority,0.01,10,12
5.44,25000,1,1,majority,0.01,10,22
5.655,25000,1,1,majority,0.05,2,2
5.406,25000,1,1,majority,0.05,2,12
4.859,25000,1,1,majority,0.05,2,22
4.463,25000,1,1,majority,0.05,3,2
3.825,25000,1,1,majority,0.05,3,12
5.598,25000,1,1,majority,0.05,3,22
4.18,25000,1,1,majority,0.05,4,2
4.901,25000,1,1,majority,0.05,4,12
5.402,25000,1,1,majority,0.05,4,22
4.574,25000,1,1,majority,0.05,5,2
3.685,25000,1,1,majority,0.05,5,12
5.864,25000,1,1,majority,0.05,5,22
2.196,25000,1,1,majority,0.05,6,2
5.752,25000,1,1,majority,0.05,6,12
5.261,25000,1,1,majority,0.05,6,22
4.287,25000,1,1,majority,0.05,7,2
5.578,25000,1,1,majority,0.05,7,12
5.297,25000,1,1,majority,0.05,7,22
5.757,25000,1,1,majority,0.05,8,2
5.532,25000,1,1,majority,0.05,8,12
5.84,25000,1,1,majority,0.05,8,22
3.63,25000,1,1,majority,0.05,9,2
5.113,25000,1,1,majority,0.05,9,12
5.137,25000,1,1,majority,0.05,9,22
1.835,25000,1,1,majority,0.05,10,2
5.802,25000,1,1,majority,0.05,10,12
6.224,25000,1,1,majority,0.05,10,22
7.237,25000,1,1,plurality,0.0,2,2
6.485,25000,1,1,plurality,0.0,2,12
5.75,25000,1,1,plurality,0.0,2,22
5.191,25000,1,1,plurality,0.0,3,2
5.304,25000,1,1,plurality,0.0,3,12
4.933,25000,1,1,plurality,0.0,3,22
4.482,25000,1,1,plurality,0.0,4,2
4.91,25000,1,1,plurality,0.0,4,12
5.949,25000,1,1,plurality,0.0,4,22
6.29,25000,1,1,plurality,0.0,5,2
5.652,25000,1,1,plurality,0.0,5,12
5.189,25000,1,1,plurality,0.0,5,22
6.803,25000,1,1,plurality,0.0,6,2
5.86,25000,1,1,plurality,0.0,6,12
6.275,25000,1,1,plurality,0.0,6,22
2.916,25000,1,1,plurality,0.0,7,2
5.675,25000,1,1,plurality,0.0,7,12
5.507,25000,1,1,plurality,0.0,7,22
5.305,25000,1,1,plurality,0.0,8,2
5.146,25000,1,1,plurality,0.0,8,12
4.697,25000,1,1,plurality,0.0,8,22
4.67,25000,1,1,plurality,0.0,9,2
5.43,25000,1,1,plurality,0.0,9,12
5.889,25000,1,1,plurality,0.0,9,22
7.088,25000,1,1,plurality,0.0,10,2
6.137,25000,1,1,plurality,0.0,10,12
6.208,25000,1,1,plurality,0.0,10,22
6.215,25000,1,1,plurality,0.01,2,2
4.61,25000,1,1,plurality,0.01,2,12
6.165,25000,1,1,plurality,0.01,2,22
3.68,25000,1,1,plurality,0.01,3,2
5.415,25000,1,1,plurality,0.01,3,12
5.685,25000,1,1,plurality,0.01,3,22
2.223,25000,1,1,plurality,0.01,4,2
4.515,25000,1,1,plurality,0.01,4,12
5.75,25000,1,1,plurality,0.01,4,22
5.795,25000,1,1,plurality,0.01,5,2
6.251,25000,1,1,plurality,0.01,5,12
4.375,25000,1,1,plurality,0.01,5,22
