unweighted_fairness,weighted_fairness,electorate_size,clusters,cluster_std,electoral_system,apathy_prob,candidates,issues,seats,min_share_threshold
1.183,1.159,10000,2,3,proportional,0.0,4,10,179,0.0
1.131,1.111,10000,2,3,proportional,0.0,4,10,179,0.04
0.94,0.946,10000,2,3,proportional,0.0,4,10,179,0.1
1.03,1.023,10000,2,3,proportional,0.0,4,10,349,0.0
1.219,1.167,10000,2,3,proportional,0.0,4,10,349,0.04
1.289,1.271,10000,2,3,proportional,0.0,4,10,349,0.1
0.953,0.975,10000,2,3,proportional,0.0,4,10,736,0.0
1.248,1.289,10000,2,3,proportional,0.0,4,10,736,0.04
1.161,1.117,10000,2,3,proportional,0.0,4,10,736,0.1
1.02,1.012,10000,2,3,proportional,0.0,4,25,150,0.0
1.022,1.008,10000,2,3,proportional,0.0,4,25,150,0.04
1.075,1.054,10000,2,3,proportional,0.0,4,25,150,0.1
1.022,1.027,10000,2,3,proportional,0.0,4,25,179,0.0
1.031,1.033,10000,2,3,proportional,0.0,4,25,179,0.04
0.957,0.964,10000,2,3,proportional,0.0,4,25,179,0.1
0.885,0.897,10000,2,3,proportional,0.0,4,25,349,0.0
0.971,0.956,10000,2,3,proportional,0.0,4,25,349,0.04
0.94,0.944,10000,2,3,proportional,0.0,4,25,349,0.1
0.991,0.999,10000,2,3,proportional,0.0,4,25,736,0.0
1.012,1.001,10000,2,3,proportional,0.0,4,25,736,0.04
0.925,0.928,10000,2,3,proportional,0.0,4,25,736,0.1
2.133,1.584,10000,2,3,proportional,0.0,5,2,150,0.0
0.999,1.057,10000,2,3,proportional,0.0,5,2,150,0.04
0.804,0.795,10000,2,3,proportional,0.0,5,2,150,0.1
2.041,1.776,10000,2,3,proportional,0.0,5,2,179,0.0
1.679,1.376,10000,2,3,proportional,0.0,5,2,179,0.04
1.668,1.428,10000,2,3,proportional,0.0,5,2,179,0.1
1.893,1.5,10000,2,3,proportional,0.0,5,2,349,0.0
0.894,0.886,10000,2,3,proportional,0.0,5,2,349,0.04
1.836,1.487,10000,2,3,proportional,0.0,5,2,349,0.1
1.855,1.55,10000,2,3,proportional,0.0,5,2,736,0.0
0.692,0.835,10000,2,3,proportional,0.0,5,2,736,0.04
0.764,0.847,10000,2,3,proportional,0.0,5,2,736,0.1
0.989,0.942,10000,2,3,proportional,0.0,5,5,150,0.0
1.181,1.17,10000,2,3,proportional,0.0,5,5,150,0.04
1.127,1.21,10000,2,3,proportional,0.0,5,5,150,0.1
1.315,1.249,10000,2,3,proportional,0.0,5,5,179,0.0
0.845,0.877,10000,2,3,proportional,0.0,5,5,179,0.04
0.792,0.805,10000,2,3,proportional,0.0,5,5,179,0.1
0.858,0.879,10000,2,3,proportional,0.0,5,5,349,0.0
0.904,0.941,10000,2,3,proportional,0.0,5,5,349,0.04
1.183,1.201,10000,2,3,proportional,0.0,5,5,349,0.1
1.028,0.993,10000,2,3,proportional,0.0,5,5,736,0.0
0.947,0.974,10000,2,3,proportional,0.0,5,5,736,0.04
0.769,0.836,10000,2,3,proportional,0.0,5,5,736,0.1
0.964,0.96,10000,2,3,proportional,0.0,5,10,150,0.0
0.844,0.837,10000,2,3,proportional,0.0,5,10,150,0.04
0.94,0.95,10000,2,3,proportional,0.0,5,10,150,0.1
0.874,0.869,10000,2,3,proportional,0.0,5,10,179,0.0
1.106,1.106,10000,2,3,proportional,0.0,5,10,179,0.04
1.089,1.047,10000,2,3,proportional,0.0,5,10,179,0.1
0.952,0.938,10000,2,3,proportional,0.0,5,10,349,0.0
0.915,0.917,10000,2,3,proportional,0.0,5,10,349,0.04
1.108,1.084,10000,2,3,proportional,0.0,5,10,349,0.1
0.963,0.973,10000,2,3,proportional,0.0,5,10,736,0.0
0.868,0.872,10000,2,3,proportional,0.0,5,10,736,0.04
0.878,0.865,10000,2,3,proportional,0.0,5,10,736,0.1
1.075,1.082,10000,2,3,proportional,0.0,5,25,150,0.0
0.937,0.934,10000,2,3,proportional,0.0,5,25,150,0.04
1.06,1.05,10000,2,3,proportional,0.0,5,25,150,0.1
0.865,0.871,10000,2,3,proportional,0.0,5,25,179,0.0
0.984,0.964,10000,2,3,proportional,0.0,5,25,179,0.04
0.971,0.964,10000,2,3,proportional,0.0,5,25,179,0.1
0.913,0.919,10000,2,3,proportional,0.0,5,25,349,0.0
0.903,0.896,10000,2,3,proportional,0.0,5,25,349,0.04
1.096,1.104,10000,2,3,proportional,0.0,5,25,349,0.1
0.895,0.892,10000,2,3,proportional,0.0,5,25,736,0.0
1.069,1.069,10000,2,3,proportional,0.0,5,25,736,0.04
0.988,0.986,10000,2,3,proportional,0.0,5,25,736,0.1
0.995,0.834,10000,2,3,proportional,0.0,9,2,150,0.0
0.74,0.714,10000,2,3,proportional,0.0,9,2,150,0.04
0.808,0.785,10000,2,3,proportional,0.0,9,2,150,0.1
1.493,1.174,10000,2,3,proportional,0.0,9,2,179,0.0
1.588,1.242,10000,2,3,proportional,0.0,9,2,179,0.04
0.995,0.79,10000,2,3,proportional,0.0,9,2,179,0.1
1.985,1.528,10000,2,3,proportional,0.0,9,2,349,0.0
2.532,1.884,10000,2,3,proportional,0.0,9,2,349,0.04
1.35,1.008,10000,2,3,proportional,0.0,9,2,349,0.1
1.789,1.362,10000,2,3,proportional,0.0,9,2,736,0.0
0.665,0.779,10000,2,3,proportional,0.0,9,2,736,0.04
1.012,0.943,10000,2,3,proportional,0.0,9,2,736,0.1
1.028,1.066,10000,2,3,proportional,0.0,9,5,150,0.0
1.085,1.135,10000,2,3,proportional,0.0,9,5,150,0.04
0.904,0.995,10000,2,3,proportional,0.0,9,5,150,0.1
0.972,1.012,10000,2,3,proportional,0.0,9,5,179,0.0
0.889,0.797,10000,2,3,proportional,0.0,9,5,179,0.04
0.809,0.824,10000,2,3,proportional,0.0,9,5,179,0.1
0.97,0.97,10000,2,3,proportional,0.0,9,5,349,0.0
0.862,0.828,10000,2,3,proportional,0.0,9,5,349,0.04
1.27,1.259,10000,2,3,proportional,0.0,9,5,349,0.1
1.207,1.051,10000,2,3,proportional,0.0,9,5,736,0.0
1.122,1.099,10000,2,3,proportional,0.0,9,5,736,0.04
1.0,0.979,10000,2,3,proportional,0.0,9,5,736,0.1
0.867,0.859,10000,2,3,proportional,0.0,9,10,150,0.0
1.005,0.981,10000,2,3,proportional,0.0,9,10,150,0.04
0.943,0.935,10000,2,3,proportional,0.0,9,10,150,0.1
0.822,0.85,10000,2,3,proportional,0.0,9,10,179,0.0
0.952,0.962,10000,2,3,proportional,0.0,9,10,179,0.04
1.098,1.115,10000,2,3,proportional,0.0,9,10,179,0.1
1.14,1.051,10000,2,3,proportional,0.0,9,10,349,0.0
0.892,0.897,10000,2,3,proportional,0.0,9,10,349,0.04
1.133,1.047,10000,2,3,proportional,0.0,9,10,349,0.1
1.616,1.637,10000,2,3,proportional,0.0,9,10,736,0.0
0.946,1.023,10000,2,3,proportional,0.0,9,10,736,0.04
0.82,0.835,10000,2,3,proportional,0.0,9,10,736,0.1
1.073,1.053,10000,2,3,proportional,0.0,9,25,150,0.0
1.011,1.033,10000,2,3,proportional,0.0,9,25,150,0.04
0.925,0.943,10000,2,3,proportional,0.0,9,25,150,0.1
1.103,1.114,10000,2,3,proportional,0.0,9,25,179,0.0
0.959,0.955,10000,2,3,proportional,0.0,9,25,179,0.04
1.006,0.998,10000,2,3,proportional,0.0,9,25,179,0.1
0.958,0.951,10000,2,3,proportional,0.0,9,25,349,0.0
1.019,0.993,10000,2,3,proportional,0.0,9,25,349,0.04
0.989,0.97,10000,2,3,proportional,0.0,9,25,349,0.1
1.025,1.031,10000,2,3,proportional,0.0,9,25,736,0.0
0.926,0.9,10000,2,3,proportional,0.0,9,25,736,0.04
1.111,1.13,10000,2,3,proportional,0.0,9,25,736,0.1
0.873,0.873,10000,2,3,proportional,0.01,2,2,150,0.0
1.326,1.301,10000,2,3,proportional,0.01,2,2,150,0.04
1.115,1.115,10000,2,3,proportional,0.01,2,2,150,0.1
1.875,1.875,10000,2,3,proportional,0.01,2,2,179,0.0
1.195,1.195,10000,2,3,proportional,0.01,2,2,179,0.04
0.958,0.953,10000,2,3,proportional,0.01,2,2,179,0.1
0.831,0.831,10000,2,3,proportional,0.01,2,2,349,0.0
0.989,0.988,10000,2,3,proportional,0.01,2,2,349,0.04
0.858,0.858,10000,2,3,proportional,0.01,2,2,349,0.1
0.789,0.789,10000,2,3,proportional,0.01,2,2,736,0.0
1.399,1.399,10000,2,3,proportional,0.01,2,2,736,0.04
1.406,1.406,10000,2,3,proportional,0.01,2,2,736,0.1
1.133,1.129,10000,2,3,proportional,0.01,2,5,150,0.0
1.338,1.336,10000,2,3,proportional,0.01,2,5,150,0.04
0.869,0.869,10000,2,3,proportional,0.01,2,5,150,0.1
1.074,1.074,10000,2,3,proportional,0.01,2,5,179,0.0
1.007,1.007,10000,2,3,proportional,0.01,2,5,179,0.04
0.851,0.851,10000,2,3,proportional,0.01,2,5,179,0.1
0.879,0.879,10000,2,3,proportional,0.01,2,5,349,0.0
1.528,1.528,10000,2,3,proportional,0.01,2,5,349,0.04
1.075,1.074,10000,2,3,proportional,0.01,2,5,349,0.1
0.963,0.963,10000,2,3,proportional,0.01,2,5,736,0.0
0.856,0.856,10000,2,3,proportional,0.01,2,5,736,0.04
1.497,1.497,10000,2,3,proportional,0.01,2,5,736,0.1
1.137,1.137,10000,2,3,proportional,0.01,2,10,150,0.0
1.032,1.032,10000,2,3,proportional,0.01,2,10,150,0.04
1.114,1.114,10000,2,3,proportional,0.01,2,10,150,0.1
1.061,1.061,10000,2,3,proportional,0.01,2,10,179,0.0
0.909,0.909,10000,2,3,proportional,0.01,2,10,179,0.04
1.26,1.259,10000,2,3,proportional,0.01,2,10,179,0.1
0.996,0.996,10000,2,3,proportional,0.01,2,10,349,0.0
0.924,0.924,10000,2,3,proportional,0.01,2,10,349,0.04
1.083,1.083,10000,2,3,proportional,0.01,2,10,349,0.1
0.91,0.91,10000,2,3,proportional,0.01,2,10,736,0.0
0.887,0.887,10000,2,3,proportional,0.01,2,10,736,0.04
1.02,1.02,10000,2,3,proportional,0.01,2,10,736,0.1
1.035,1.035,10000,2,3,proportional,0.01,2,25,150,0.0
0.977,0.977,10000,2,3,proportional,0.01,2,25,150,0.04
0.856,0.856,10000,2,3,proportional,0.01,2,25,150,0.1
0.979,0.979,10000,2,3,proportional,0.01,2,25,179,0.0
0.981,0.981,10000,2,3,proportional,0.01,2,25,179,0.04
0.83,0.83,10000,2,3,proportional,0.01,2,25,179,0.1
1.033,1.033,10000,2,3,proportional,0.01,2,25,349,0.0
0.886,0.886,10000,2,3,proportional,0.01,2,25,349,0.04
0.906,0.906,10000,2,3,proportional,0.01,2,25,349,0.1
0.983,0.983,10000,2,3,proportional,0.01,2,25,736,0.0
0.979,0.979,10000,2,3,proportional,0.01,2,25,736,0.04
0.989,0.989,10000,2,3,proportional,0.01,2,25,736,0.1
0.698,0.811,10000,2,3,proportional,0.01,4,2,150,0.0
1.948,1.95,10000,2,3,proportional,0.01,4,2,150,0.04
0.744,0.698,10000,2,3,proportional,0.01,4,2,150,0.1
0.722,0.787,10000,2,3,proportional,0.01,4,2,179,0.0
0.837,0.891,10000,2,3,proportional,0.01,4,2,179,0.04
0.897,0.759,10000,2,3,proportional,0.01,4,2,179,0.1
0.908,1.046,10000,2,3,proportional,0.01,4,2,349,0.0
0.879,0.96,10000,2,3,proportional,0.01,4,2,349,0.04
2.257,2.201,10000,2,3,proportional,0.01,4,2,349,0.1
0.678,0.79,10000,2,3,proportional,0.01,4,2,736,0.0
0.877,1.008,10000,2,3,proportional,0.01,4,2,736,0.04
1.394,1.442,10000,2,3,proportional,0.01,4,2,736,0.1
0.968,0.998,10000,2,3,proportional,0.01,4,5,150,0.0
0.851,0.848,10000,2,3,proportional,0.01,4,5,150,0.04
0.842,0.829,10000,2,3,proportional,0.01,4,5,150,0.1
1.704,1.723,10000,2,3,proportional,0.01,4,5,179,0.0
0.955,0.96,10000,2,3,proportional,0.01,4,5,179,0.04
1.102,1.035,10000,2,3,proportional,0.01,4,5,179,0.1
1.197,1.151,10000,2,3,proportional,0.01,4,5,349,0.0
1.113,1.053,10000,2,3,proportional,0.01,4,5,349,0.04
0.823,0.882,10000,2,3,proportional,0.01,4,5,349,0.1
0.756,0.806,10000,2,3,proportional,0.01,4,5,736,0.0
0.926,0.903,10000,2,3,proportional,0.01,4,5,736,0.04
0.879,0.919,10000,2,3,proportional,0.01,4,5,736,0.1
0.862,0.861,10000,2,3,proportional,0.01,4,10,150,0.0
1.022,0.99,10000,2,3,proportional,0.01,4,10,150,0.04
1.06,1.068,10000,2,3,proportional,0.01,4,10,150,0.1
0.89,0.865,10000,2,3,proportional,0.01,4,10,179,0.0
0.974,0.957,10000,2,3,proportional,0.01,4,10,179,0.04
0.98,0.946,10000,2,3,proportional,0.01,4,10,179,0.1
0.892,0.868,10000,2,3,proportional,0.01,4,10,349,0.0
0.886,0.877,10000,2,3,proportional,0.01,4,10,349,0.04
1.007,0.99,10000,2,3,proportional,0.01,4,10,349,0.1
0.948,0.982,10000,2,3,proportional,0.01,4,10,736,0.0
0.936,0.941,10000,2,3,proportional,0.01,4,10,736,0.04
0.877,0.892,10000,2,3,proportional,0.01,4,10,736,0.1
1.001,0.993,10000,2,3,proportional,0.01,4,25,150,0.0
1.009,1.011,10000,2,3,proportional,0.01,4,25,150,0.04
1.131,1.127,10000,2,3,proportional,0.01,4,25,150,0.1
1.125,1.108,10000,2,3,proportional,0.01,4,25,179,0.0
1.048,1.05,10000,2,3,proportional,0.01,4,25,179,0.04
1.031,1.052,10000,2,3,proportional,0.01,4,25,179,0.1
0.96,0.955,10000,2,3,proportional,0.01,4,25,349,0.0
1.012,0.997,10000,2,3,proportional,0.01,4,25,349,0.04
0.943,0.97,10000,2,3,proportional,0.01,4,25,349,0.1
0.995,0.982,10000,2,3,proportional,0.01,4,25,736,0.0
1.023,1.013,10000,2,3,proportional,0.01,4,25,736,0.04
1.033,1.027,10000,2,3,proportional,0.01,4,25,736,0.1
0.935,0.843,10000,2,3,proportional,0.01,5,2,150,0.0
2.229,1.607,10000,2,3,proportional,0.01,5,2,150,0.04
0.673,0.704,10000,2,3,proportional,0.01,5,2,150,0.1
0.743,0.713,10000,2,3,proportional,0.01,5,2,179,0.0
1.217,1.027,10000,2,3,proportional,0.01,5,2,179,0.04
0.824,0.81,10000,2,3,proportional,0.01,5,2,179,0.1
1.011,0.742,10000,2,3,proportional,0.01,5,2,349,0.0
2.173,1.751,10000,2,3,proportional,0.01,5,2,349,0.04
0.762,0.759,10000,2,3,proportional,0.01,5,2,349,0.1
0.784,0.751,10000,2,3,proportional,0.01,5,2,736,0.0
1.38,1.312,10000,2,3,proportional,0.01,5,2,736,0.04
1.533,1.227,10000,2,3,proportional,0.01,5,2,736,0.1
1.007,1.046,10000,2,3,proportional,0.01,5,5,150,0.0
1.007,1.028,10000,2,3,proportional,0.01,5,5,150,0.04
0.813,0.859,10000,2,3,proportional,0.01,5,5,150,0.1
0.953,0.97,10000,2,3,proportional,0.01,5,5,179,0.0
0.792,0.848,10000,2,3,proportional,0.01,5,5,179,0.04
0.871,0.874,10000,2,3,proportional,0.01,5,5,179,0.1
0.943,1.0,10000,2,3,proportional,0.01,5,5,349,0.0
0.957,0.925,10000,2,3,proportional,0.01,5,5,349,0.04
0.833,0.843,10000,2,3,proportional,0.01,5,5,349,0.1
0.951,1.009,10000,2,3,proportional,0.01,5,5,736,0.0
0.996,0.928,10000,2,3,proportional,0.01,5,5,736,0.04
0.793,0.788,10000,2,3,proportional,0.01,5,5,736,0.1
1.133,1.109,10000,2,3,proportional,0.01,5,10,150,0.0
1.187,1.099,10000,2,3,proportional,0.01,5,10,150,0.04
0.957,0.961,10000,2,3,proportional,0.01,5,10,150,0.1
1.031,1.013,10000,2,3,proportional,0.01,5,10,179,0.0
0.931,0.946,10000,2,3,proportional,0.01,5,10,179,0.04
0.831,0.844,10000,2,3,proportional,0.01,5,10,179,0.1
1.063,1.099,10000,2,3,proportional,0.01,5,10,349,0.0
0.866,0.848,10000,2,3,proportional,0.01,5,10,349,0.04
0.929,0.857,10000,2,3,proportional,0.01,5,10,349,0.1
0.997,0.988,10000,2,3,proportional,0.01,5,10,736,0.0
1.173,1.207,10000,2,3,proportional,0.01,5,10,736,0.04
1.011,1.002,10000,2,3,proportional,0.01,5,10,736,0.1
0.955,0.968,10000,2,3,proportional,0.01,5,25,150,0.0
0.951,0.952,10000,2,3,proportional,0.01,5,25,150,0.04
1.122,1.135,10000,2,3,proportional,0.01,5,25,150,0.1
1.002,1.011,10000,2,3,proportional,0.01,5,25,179,0.0
0.978,0.959,10000,2,3,proportional,0.01,5,25,179,0.04
1.051,1.036,10000,2,3,proportional,0.01,5,25,179,0.1
0.958,0.941,10000,2,3,proportional,0.01,5,25,349,0.0
1.098,1.098,10000,2,3,proportional,0.01,5,25,349,0.04
0.953,0.945,10000,2,3,proportional,0.01,5,25,349,0.1
1.032,1.03,10000,2,3,proportional,0.01,5,25,736,0.0
1.06,1.053,10000,2,3,proportional,0.01,5,25,736,0.04
0.906,0.894,10000,2,3,proportional,0.01,5,25,736,0.1
0.856,0.764,10000,2,3,proportional,0.01,9,2,150,0.0
1.075,0.949,10000,2,3,proportional,0.01,9,2,150,0.04
0.822,0.8,10000,2,3,proportional,0.01,9,2,150,0.1
1.224,0.969,10000,2,3,proportional,0.01,9,2,179,0.0
1.192,0.869,10000,2,3,proportional,0.01,9,2,179,0.04
0.845,0.848,10000,2,3,proportional,0.01,9,2,179,0.1
0.845,0.696,10000,2,3,proportional,0.01,9,2,349,0.0
0.639,0.702,10000,2,3,proportional,0.01,9,2,349,0.04
0.944,0.757,10000,2,3,proportional,0.01,9,2,349,0.1
0.937,0.83,10000,2,3,proportional,0.01,9,2,736,0.0
0.705,0.728,10000,2,3,proportional,0.01,9,2,736,0.04
1.083,0.912,10000,2,3,proportional,0.01,9,2,736,0.1
0.981,1.009,10000,2,3,proportional,0.01,9,5,150,0.0
1.16,0.985,10000,2,3,proportional,0.01,9,5,150,0.04
1.041,1.088,10000,2,3,proportional,0.01,9,5,150,0.1
0.82,0.913,10000,2,3,proportional,0.01,9,5,179,0.0
1.194,1.238,10000,2,3,proportional,0.01,9,5,179,0.04
1.094,1.075,10000,2,3,proportional,0.01,9,5,179,0.1
1.222,1.116,10000,2,3,proportional,0.01,9,5,349,0.0
0.819,0.868,10000,2,3,proportional,0.01,9,5,349,0.04
0.93,0.98,10000,2,3,proportional,0.01,9,5,349,0.1
0.833,0.801,10000,2,3,proportional,0.01,9,5,736,0.0
0.881,0.894,10000,2,3,proportional,0.01,9,5,736,0.04
0.834,0.806,10000,2,3,proportional,0.01,9,5,736,0.1
0.895,0.894,10000,2,3,proportional,0.01,9,10,150,0.0
1.029,1.011,10000,2,3,proportional,0.01,9,10,150,0.04
0.842,0.883,10000,2,3,proportional,0.01,9,10,150,0.1
0.832,0.844,10000,2,3,proportional,0.01,9,10,179,0.0
0.829,0.83,10000,2,3,proportional,0.01,9,10,179,0.04
1.121,1.191,10000,2,3,proportional,0.01,9,10,179,0.1
0.991,1.008,10000,2,3,proportional,0.01,9,10,349,0.0
1.019,1.021,10000,2,3,proportional,0.01,9,10,349,0.04
1.026,1.073,10000,2,3,proportional,0.01,9,10,349,0.1
1.323,1.253,10000,2,3,proportional,0.01,9,10,736,0.0
1.028,0.964,10000,2,3,proportional,0.01,9,10,736,0.04
1.037,0.97,10000,2,3,proportional,0.01,9,10,736,0.1
0.897,0.899,10000,2,3,proportional,0.01,9,25,150,0.0
1.154,1.161,10000,2,3,proportional,0.01,9,25,150,0.04
0.896,0.904,10000,2,3,proportional,0.01,9,25,150,0.1
0.981,0.963,10000,2,3,proportional,0.01,9,25,179,0.0
0.935,0.935,10000,2,3,proportional,0.01,9,25,179,0.04
0.943,0.935,10000,2,3,proportional,0.01,9,25,179,0.1
0.876,0.898,10000,2,3,proportional,0.01,9,25,349,0.0
0.896,0.897,10000,2,3,proportional,0.01,9,25,349,0.04
1.044,1.031,10000,2,3,proportional,0.01,9,25,349,0.1
1.008,0.993,10000,2,3,proportional,0.01,9,25,736,0.0
1.051,1.039,10000,2,3,proportional,0.01,9,25,736,0.04
0.928,0.911,10000,2,3,proportional,0.01,9,25,736,0.1
0.793,0.793,10000,2,3,proportional,0.05,2,2,150,0.0
1.111,1.103,10000,2,3,proportional,0.05,2,2,150,0.04
0.892,0.892,10000,2,3,proportional,0.05,2,2,150,0.1
1.742,1.724,10000,2,3,proportional,0.05,2,2,179,0.0
0.834,0.833,10000,2,3,proportional,0.05,2,2,179,0.04
1.482,1.482,10000,2,3,proportional,0.05,2,2,179,0.1
0.761,0.761,10000,2,3,proportional,0.05,2,2,349,0.0
0.846,0.846,10000,2,3,proportional,0.05,2,2,349,0.04
0.828,0.828,10000,2,3,proportional,0.05,2,2,349,0.1
1.275,1.262,10000,2,3,proportional,0.05,2,2,736,0.0
1.783,1.778,10000,2,3,proportional,0.05,2,2,736,0.04
0.95,0.952,10000,2,3,proportional,0.05,2,2,736,0.1
0.862,0.862,10000,2,3,proportional,0.05,2,5,150,0.0
1.084,1.084,10000,2,3,proportional,0.05,2,5,150,0.04
1.175,1.173,10000,2,3,proportional,0.05,2,5,150,0.1
1.306,1.304,10000,2,3,proportional,0.05,2,5,179,0.0
1.589,1.582,10000,2,3,proportional,0.05,2,5,179,0.04
0.831,0.831,10000,2,3,proportional,0.05,2,5,179,0.1
1.245,1.24,10000,2,3,proportional,0.05,2,5,349,0.0
1.046,1.044,10000,2,3,proportional,0.05,2,5,349,0.04
0.953,0.953,10000,2,3,proportional,0.05,2,5,349,0.1
0.849,0.849,10000,2,3,proportional,0.05,2,5,736,0.0
1.169,1.168,10000,2,3,proportional,0.05,2,5,736,0.04
0.991,0.991,10000,2,3,proportional,0.05,2,5,736,0.1
0.891,0.891,10000,2,3,proportional,0.05,2,10,150,0.0
0.965,0.965,10000,2,3,proportional,0.05,2,10,150,0.04
0.873,0.873,10000,2,3,proportional,0.05,2,10,150,0.1
1.357,1.356,10000,2,3,proportional,0.05,2,10,179,0.0
1.065,1.065,10000,2,3,proportional,0.05,2,10,179,0.04
0.893,0.893,10000,2,3,proportional,0.05,2,10,179,0.1
1.087,1.087,10000,2,3,proportional,0.05,2,10,349,0.0
0.878,0.878,10000,2,3,proportional,0.05,2,10,349,0.04
1.082,1.082,10000,2,3,proportional,0.05,2,10,349,0.1
0.987,0.987,10000,2,3,proportional,0.05,2,10,736,0.0
0.933,0.933,10000,2,3,proportional,0.05,2,10,736,0.04
1.151,1.151,10000,2,3,proportional,0.05,2,10,736,0.1
0.911,0.911,10000,2,3,proportional,0.05,2,25,150,0.0
1.1,1.1,10000,2,3,proportional,0.05,2,25,150,0.04
1.119,1.119,10000,2,3,proportional,0.05,2,25,150,0.1
0.977,0.977,10000,2,3,proportional,0.05,2,25,179,0.0
1.142,1.142,10000,2,3,proportional,0.05,2,25,179,0.04
0.952,0.952,10000,2,3,proportional,0.05,2,25,179,0.1
1.221,1.221,10000,2,3,proportional,0.05,2,25,349,0.0
0.971,0.971,10000,2,3,proportional,0.05,2,25,349,0.04
1.1,1.1,10000,2,3,proportional,0.05,2,25,349,0.1
0.993,0.993,10000,2,3,proportional,0.05,2,25,736,0.0
0.92,0.92,10000,2,3,proportional,0.05,2,25,736,0.04
0.928,0.928,10000,2,3,proportional,0.05,2,25,736,0.1
0.787,0.913,10000,2,3,proportional,0.05,4,2,150,0.0
1.07,1.029,10000,2,3,proportional,0.05,4,2,150,0.04
0.989,1.019,10000,2,3,proportional,0.05,4,2,150,0.1
0.863,0.763,10000,2,3,proportional,0.05,4,2,179,0.0
1.234,1.182,10000,2,3,proportional,0.05,4,2,179,0.04
0.883,1.076,10000,2,3,proportional,0.05,4,2,179,0.1
0.724,0.867,10000,2,3,proportional,0.05,4,2,349,0.0
0.751,0.912,10000,2,3,proportional,0.05,4,2,349,0.04
1.152,1.0,10000,2,3,proportional,0.05,4,2,349,0.1
0.972,1.02,10000,2,3,proportional,0.05,4,2,736,0.0
0.775,0.942,10000,2,3,proportional,0.05,4,2,736,0.04
2.273,2.129,10000,2,3,proportional,0.05,4,2,736,0.1
0.926,0.831,10000,2,3,proportional,0.05,4,5,150,0.0
1.251,1.152,10000,2,3,proportional,0.05,4,5,150,0.04
1.493,1.496,10000,2,3,proportional,0.05,4,5,150,0.1
0.894,0.879,10000,2,3,proportional,0.05,4,5,179,0.0
0.943,0.931,10000,2,3,proportional,0.05,4,5,179,0.04
1.002,0.968,10000,2,3,proportional,0.05,4,5,179,0.1
1.191,1.162,10000,2,3,proportional,0.05,4,5,349,0.0
0.849,0.883,10000,2,3,proportional,0.05,4,5,349,0.04
0.919,0.843,10000,2,3,proportional,0.05,4,5,349,0.1
1.201,1.216,10000,2,3,proportional,0.05,4,5,736,0.0
0.825,0.838,10000,2,3,proportional,0.05,4,5,736,0.04
0.924,0.997,10000,2,3,proportional,0.05,4,5,736,0.1
0.886,0.889,10000,2,3,proportional,0.05,4,10,150,0.0
1.138,1.155,10000,2,3,proportional,0.05,4,10,150,0.04
0.866,0.856,10000,2,3,proportional,0.05,4,10,150,0.1
1.01,1.014,10000,2,3,proportional,0.05,4,10,179,0.0
1.176,1.154,10000,2,3,proportional,0.05,4,10,179,0.04
1.069,1.064,10000,2,3,proportional,0.05,4,10,179,0.1
1.018,1.037,10000,2,3,proportional,0.05,4,10,349,0.0
1.411,1.507,10000,2,3,proportional,0.05,4,10,349,0.04
1.114,1.102,10000,2,3,proportional,0.05,4,10,349,0.1
1.299,1.242,10000,2,3,proportional,0.05,4,10,736,0.0
0.86,0.851,10000,2,3,proportional,0.05,4,10,736,0.04
1.015,1.018,10000,2,3,proportional,0.05,4,10,736,0.1
1.023,1.029,10000,2,3,proportional,0.05,4,25,150,0.0
0.972,0.965,10000,2,3,proportional,0.05,4,25,150,0.04
1.025,1.02,10000,2,3,proportional,0.05,4,25,150,0.1
1.164,1.16,10000,2,3,proportional,0.05,4,25,179,0.0
0.976,0.972,10000,2,3,proportional,0.05,4,25,179,0.04
1.099,1.098,10000,2,3,proportional,0.05,4,25,179,0.1
1.012,1.006,10000,2,3,proportional,0.05,4,25,349,0.0
1.055,1.058,10000,2,3,proportional,0.05,4,25,349,0.04
1.149,1.134,10000,2,3,proportional,0.05,4,25,349,0.1
1.105,1.097,10000,2,3,proportional,0.05,4,25,736,0.0
1.121,1.092,10000,2,3,proportional,0.05,4,25,736,0.04
1.019,1.02,10000,2,3,proportional,0.05,4,25,736,0.1
0.902,0.767,10000,2,3,proportional,0.05,5,2,150,0.0
0.806,0.703,10000,2,3,proportional,0.05,5,2,150,0.04
0.81,0.832,10000,2,3,proportional,0.05,5,2,150,0.1
0.767,0.791,10000,2,3,proportional,0.05,5,2,179,0.0
1.683,1.458,10000,2,3,proportional,0.05,5,2,179,0.04
1.904,1.722,10000,2,3,proportional,0.05,5,2,179,0.1
1.358,0.994,10000,2,3,proportional,0.05,5,2,349,0.0
0.695,0.807,10000,2,3,proportional,0.05,5,2,349,0.04
0.678,0.731,10000,2,3,proportional,0.05,5,2,349,0.1
1.261,1.062,10000,2,3,proportional,0.05,5,2,736,0.0
0.781,0.858,10000,2,3,proportional,0.05,5,2,736,0.04
1.847,1.476,10000,2,3,proportional,0.05,5,2,736,0.1
0.895,0.882,10000,2,3,proportional,0.05,5,5,150,0.0
0.958,0.946,10000,2,3,proportional,0.05,5,5,150,0.04
0.965,0.95,10000,2,3,proportional,0.05,5,5,150,0.1
0.947,0.902,10000,2,3,proportional,0.05,5,5,179,0.0
0.807,0.862,10000,2,3,proportional,0.05,5,5,179,0.04
