unweighted_fairness,weighted_fairness,electorate_size,clusters,cluster_std,electoral_system,apathy_prob,candidates,issues,seats,min_share_threshold
1.902,1.902,10000,1,1,proportional,0.0,2,2,150,0.0
1.758,1.758,10000,1,1,proportional,0.0,2,2,150,0.04
2.404,2.404,10000,1,1,proportional,0.0,2,2,150,0.1
3.949,3.949,10000,1,1,proportional,0.0,2,2,179,0.0
5.615,5.615,10000,1,1,proportional,0.0,2,2,179,0.04
6.452,6.452,10000,1,1,proportional,0.0,2,2,179,0.1
5.984,5.984,10000,1,1,proportional,0.0,2,2,349,0.0
4.537,4.517,10000,1,1,proportional,0.0,2,2,349,0.04
5.354,5.32,10000,1,1,proportional,0.0,2,2,349,0.1
2.236,2.236,10000,1,1,proportional,0.0,2,2,736,0.0
4.249,4.224,10000,1,1,proportional,0.0,2,2,736,0.04
3.059,3.042,10000,1,1,proportional,0.0,2,2,736,0.1
6.081,6.065,10000,1,1,proportional,0.0,2,5,150,0.0
4.006,4.006,10000,1,1,proportional,0.0,2,5,150,0.04
4.156,4.156,10000,1,1,proportional,0.0,2,5,150,0.1
5.235,5.235,10000,1,1,proportional,0.0,2,5,179,0.0
6.031,6.031,10000,1,1,proportional,0.0,2,5,179,0.04
5.118,5.118,10000,1,1,proportional,0.0,2,5,179,0.1
4.683,4.683,10000,1,1,proportional,0.0,2,5,349,0.0
5.686,5.686,10000,1,1,proportional,0.0,2,5,349,0.04
4.771,4.771,10000,1,1,proportional,0.0,2,5,349,0.1
6.414,6.414,10000,1,1,proportional,0.0,2,5,736,0.0
5.5,5.5,10000,1,1,proportional,0.0,2,5,736,0.04
5.004,5.004,10000,1,1,proportional,0.0,2,5,736,0.1
6.223,6.223,10000,1,1,proportional,0.0,2,10,150,0.0
5.819,5.814,10000,1,1,proportional,0.0,2,10,150,0.04
5.655,5.647,10000,1,1,proportional,0.0,2,10,150,0.1
4.857,4.854,10000,1,1,proportional,0.0,2,10,179,0.0
5.552,5.547,10000,1,1,proportional,0.0,2,10,179,0.04
4.102,4.097,10000,1,1,proportional,0.0,2,10,179,0.1
6.245,6.245,10000,1,1,proportional,0.0,2,10,349,0.0
5.928,5.928,10000,1,1,proportional,0.0,2,10,349,0.04
5.567,5.552,10000,1,1,proportional,0.0,2,10,349,0.1
6.039,6.039,10000,1,1,proportional,0.0,2,10,736,0.0
5.705,5.695,10000,1,1,proportional,0.0,2,10,736,0.04
7.424,7.418,10000,1,1,proportional,0.0,2,10,736,0.1
5.921,5.919,10000,1,1,proportional,0.0,2,25,150,0.0
5.784,5.779,10000,1,1,proportional,0.0,2,25,150,0.04
5.906,5.906,10000,1,1,proportional,0.0,2,25,150,0.1
6.281,6.282,10000,1,1,proportional,0.0,2,25,179,0.0
5.244,5.237,10000,1,1,proportional,0.0,2,25,179,0.04
5.722,5.711,10000,1,1,proportional,0.0,2,25,179,0.1
6.0,5.994,10000,1,1,proportional,0.0,2,25,349,0.0
5.296,5.289,10000,1,1,proportional,0.0,2,25,349,0.04
4.779,4.779,10000,1,1,proportional,0.0,2,25,349,0.1
5.205,5.197,10000,1,1,proportional,0.0,2,25,736,0.0
6.093,6.093,10000,1,1,proportional,0.0,2,25,736,0.04
5.027,5.027,10000,1,1,proportional,0.0,2,25,736,0.1
5.803,5.756,10000,1,1,proportional,0.0,4,2,150,0.0
4.643,4.622,10000,1,1,proportional,0.0,4,2,150,0.04
6.719,6.678,10000,1,1,proportional,0.0,4,2,150,0.1
6.026,6.012,10000,1,1,proportional,0.0,4,2,179,0.0
6.067,5.652,10000,1,1,proportional,0.0,4,2,179,0.04
4.203,4.088,10000,1,1,proportional,0.0,4,2,179,0.1
6.185,5.88,10000,1,1,proportional,0.0,4,2,349,0.0
1.333,1.313,10000,1,1,proportional,0.0,4,2,349,0.04
5.484,5.334,10000,1,1,proportional,0.0,4,2,349,0.1
5.791,5.524,10000,1,1,proportional,0.0,4,2,736,0.0
5.337,5.154,10000,1,1,proportional,0.0,4,2,736,0.04
4.663,4.515,10000,1,1,proportional,0.0,4,2,736,0.1
6.246,6.242,10000,1,1,proportional,0.0,4,5,150,0.0
5.992,5.971,10000,1,1,proportional,0.0,4,5,150,0.04
6.848,6.799,10000,1,1,proportional,0.0,4,5,150,0.1
4.568,4.551,10000,1,1,proportional,0.0,4,5,179,0.0
5.468,5.468,10000,1,1,proportional,0.0,4,5,179,0.04
4.822,4.796,10000,1,1,proportional,0.0,4,5,179,0.1
5.531,5.529,10000,1,1,proportional,0.0,4,5,349,0.0
4.376,4.365,10000,1,1,proportional,0.0,4,5,349,0.04
5.726,5.719,10000,1,1,proportional,0.0,4,5,349,0.1
6.04,6.024,10000,1,1,proportional,0.0,4,5,736,0.0
4.111,4.101,10000,1,1,proportional,0.0,4,5,736,0.04
5.119,5.085,10000,1,1,proportional,0.0,4,5,736,0.1
5.615,5.61,10000,1,1,proportional,0.0,4,10,150,0.0
5.69,5.682,10000,1,1,proportional,0.0,4,10,150,0.04
5.637,5.614,10000,1,1,proportional,0.0,4,10,150,0.1
4.103,4.096,10000,1,1,proportional,0.0,4,10,179,0.0
5.75,5.754,10000,1,1,proportional,0.0,4,10,179,0.04
5.732,5.713,10000,1,1,proportional,0.0,4,10,179,0.1
4.99,4.971,10000,1,1,proportional,0.0,4,10,349,0.0
5.727,5.717,10000,1,1,proportional,0.0,4,10,349,0.04
5.993,5.977,10000,1,1,proportional,0.0,4,10,349,0.1
4.607,4.607,10000,1,1,proportional,0.0,4,10,736,0.0
6.445,6.431,10000,1,1,proportional,0.0,4,10,736,0.04
5.626,5.611,10000,1,1,proportional,0.0,4,10,736,0.1
6.149,6.145,10000,1,1,proportional,0.0,4,25,150,0.0
5.988,5.98,10000,1,1,proportional,0.0,4,25,150,0.04
6.004,6.002,10000,1,1,proportional,0.0,4,25,150,0.1
4.971,4.968,10000,1,1,proportional,0.0,4,25,179,0.0
5.123,5.115,10000,1,1,proportional,0.0,4,25,179,0.04
6.062,6.056,10000,1,1,proportional,0.0,4,25,179,0.1
5.351,5.354,10000,1,1,proportional,0.0,4,25,349,0.0
5.147,5.138,10000,1,1,proportional,0.0,4,25,349,0.04
4.953,4.951,10000,1,1,proportional,0.0,4,25,349,0.1
5.847,5.848,10000,1,1,proportional,0.0,4,25,736,0.0
5.018,5.013,10000,1,1,proportional,0.0,4,25,736,0.04
4.855,4.851,10000,1,1,proportional,0.0,4,25,736,0.1
8.628,6.208,10000,1,1,proportional,0.0,5,2,150,0.0
5.657,5.016,10000,1,1,proportional,0.0,5,2,150,0.04
6.712,5.125,10000,1,1,proportional,0.0,5,2,150,0.1
3.287,2.574,10000,1,1,proportional,0.0,5,2,179,0.0
6.253,4.506,10000,1,1,proportional,0.0,5,2,179,0.04
6.084,5.502,10000,1,1,proportional,0.0,5,2,179,0.1
5.534,4.354,10000,1,1,proportional,0.0,5,2,349,0.0
5.048,4.508,10000,1,1,proportional,0.0,5,2,349,0.04
8.675,7.06,10000,1,1,proportional,0.0,5,2,349,0.1
3.98,3.487,10000,1,1,proportional,0.0,5,2,736,0.0
4.406,4.0,10000,1,1,proportional,0.0,5,2,736,0.04
6.862,4.97,10000,1,1,proportional,0.0,5,2,736,0.1
3.243,3.219,10000,1,1,proportional,0.0,5,5,150,0.0
5.289,5.265,10000,1,1,proportional,0.0,5,5,150,0.04
5.13,5.077,10000,1,1,proportional,0.0,5,5,150,0.1
5.722,5.718,10000,1,1,proportional,0.0,5,5,179,0.0
4.89,4.867,10000,1,1,proportional,0.0,5,5,179,0.04
4.697,4.675,10000,1,1,proportional,0.0,5,5,179,0.1
2.72,2.708,10000,1,1,proportional,0.0,5,5,349,0.0
3.815,3.807,10000,1,1,proportional,0.0,5,5,349,0.04
5.457,5.452,10000,1,1,proportional,0.0,5,5,349,0.1
6.001,6.006,10000,1,1,proportional,0.0,5,5,736,0.0
4.777,4.754,10000,1,1,proportional,0.0,5,5,736,0.04
5.667,5.66,10000,1,1,proportional,0.0,5,5,736,0.1
4.728,4.73,10000,1,1,proportional,0.0,5,10,150,0.0
4.991,4.983,10000,1,1,proportional,0.0,5,10,150,0.04
4.569,4.553,10000,1,1,proportional,0.0,5,10,150,0.1
4.957,4.947,10000,1,1,proportional,0.0,5,10,179,0.0
4.923,4.91,10000,1,1,proportional,0.0,5,10,179,0.04
5.763,5.754,10000,1,1,proportional,0.0,5,10,179,0.1
4.052,4.057,10000,1,1,proportional,0.0,5,10,349,0.0
6.432,6.414,10000,1,1,proportional,0.0,5,10,349,0.04
5.991,5.975,10000,1,1,proportional,0.0,5,10,349,0.1
5.989,5.966,10000,1,1,proportional,0.0,5,10,736,0.0
5.003,4.974,10000,1,1,proportional,0.0,5,10,736,0.04
3.483,3.48,10000,1,1,proportional,0.0,5,10,736,0.1
4.644,4.643,10000,1,1,proportional,0.0,5,25,150,0.0
6.128,6.125,10000,1,1,proportional,0.0,5,25,150,0.04
5.307,5.297,10000,1,1,proportional,0.0,5,25,150,0.1
4.89,4.878,10000,1,1,proportional,0.0,5,25,179,0.0
6.196,6.191,10000,1,1,proportional,0.0,5,25,179,0.04
5.466,5.46,10000,1,1,proportional,0.0,5,25,179,0.1
5.616,5.62,10000,1,1,proportional,0.0,5,25,349,0.0
6.457,6.454,10000,1,1,proportional,0.0,5,25,349,0.04
5.742,5.735,10000,1,1,proportional,0.0,5,25,349,0.1
5.03,5.019,10000,1,1,proportional,0.0,5,25,736,0.0
6.074,6.07,10000,1,1,proportional,0.0,5,25,736,0.04
5.227,5.221,10000,1,1,proportional,0.0,5,25,736,0.1
6.556,4.8,10000,1,1,proportional,0.0,9,2,150,0.0
5.89,4.062,10000,1,1,proportional,0.0,9,2,150,0.04
8.537,7.172,10000,1,1,proportional,0.0,9,2,150,0.1
4.731,3.538,10000,1,1,proportional,0.0,9,2,179,0.0
5.576,4.118,10000,1,1,proportional,0.0,9,2,179,0.04
5.664,4.801,10000,1,1,proportional,0.0,9,2,179,0.1
4.164,3.049,10000,1,1,proportional,0.0,9,2,349,0.0
5.767,4.341,10000,1,1,proportional,0.0,9,2,349,0.04
4.874,4.09,10000,1,1,proportional,0.0,9,2,349,0.1
5.653,4.224,10000,1,1,proportional,0.0,9,2,736,0.0
5.705,4.229,10000,1,1,proportional,0.0,9,2,736,0.04
3.311,2.774,10000,1,1,proportional,0.0,9,2,736,0.1
7.028,6.93,10000,1,1,proportional,0.0,9,5,150,0.0
5.093,5.015,10000,1,1,proportional,0.0,9,5,150,0.04
4.61,4.545,10000,1,1,proportional,0.0,9,5,150,0.1
4.337,4.293,10000,1,1,proportional,0.0,9,5,179,0.0
5.518,5.466,10000,1,1,proportional,0.0,9,5,179,0.04
5.39,5.339,10000,1,1,proportional,0.0,9,5,179,0.1
3.892,3.828,10000,1,1,proportional,0.0,9,5,349,0.0
4.294,4.248,10000,1,1,proportional,0.0,9,5,349,0.04
3.156,3.109,10000,1,1,proportional,0.0,9,5,349,0.1
4.812,4.768,10000,1,1,proportional,0.0,9,5,736,0.0
3.433,3.389,10000,1,1,proportional,0.0,9,5,736,0.04
5.338,5.344,10000,1,1,proportional,0.0,9,5,736,0.1
4.194,4.178,10000,1,1,proportional,0.0,9,10,150,0.0
4.907,4.9,10000,1,1,proportional,0.0,9,10,150,0.04
6.052,6.028,10000,1,1,proportional,0.0,9,10,150,0.1
5.653,5.65,10000,1,1,proportional,0.0,9,10,179,0.0
5.003,5.016,10000,1,1,proportional,0.0,9,10,179,0.04
5.598,5.596,10000,1,1,proportional,0.0,9,10,179,0.1
5.085,5.07,10000,1,1,proportional,0.0,9,10,349,0.0
4.515,4.524,10000,1,1,proportional,0.0,9,10,349,0.04
5.241,5.231,10000,1,1,proportional,0.0,9,10,349,0.1
4.807,4.809,10000,1,1,proportional,0.0,9,10,736,0.0
5.798,5.776,10000,1,1,proportional,0.0,9,10,736,0.04
5.615,5.605,10000,1,1,proportional,0.0,9,10,736,0.1
5.062,5.061,10000,1,1,proportional,0.0,9,25,150,0.0
5.259,5.258,10000,1,1,proportional,0.0,9,25,150,0.04
5.754,5.748,10000,1,1,proportional,0.0,9,25,150,0.1
5.954,5.95,10000,1,1,proportional,0.0,9,25,179,0.0
6.086,6.061,10000,1,1,proportional,0.0,9,25,179,0.04
5.577,5.576,10000,1,1,proportional,0.0,9,25,179,0.1
5.063,5.06,10000,1,1,proportional,0.0,9,25,349,0.0
5.206,5.208,10000,1,1,proportional,0.0,9,25,349,0.04
5.385,5.374,10000,1,1,proportional,0.0,9,25,349,0.1
5.164,5.161,10000,1,1,proportional,0.0,9,25,736,0.0
6.27,6.254,10000,1,1,proportional,0.0,9,25,736,0.04
5.839,5.842,10000,1,1,proportional,0.0,9,25,736,0.1
2.17,2.165,10000,1,1,proportional,0.01,2,2,150,0.0
4.508,4.508,10000,1,1,proportional,0.01,2,2,150,0.04
4.119,4.119,10000,1,1,proportional,0.01,2,2,150,0.1
3.837,3.837,10000,1,1,proportional,0.01,2,2,179,0.0
4.752,4.752,10000,1,1,proportional,0.01,2,2,179,0.04
7.812,7.812,10000,1,1,proportional,0.01,2,2,179,0.1
2.447,2.447,10000,1,1,proportional,0.01,2,2,349,0.0
6.217,6.217,10000,1,1,proportional,0.01,2,2,349,0.04
6.37,6.37,10000,1,1,proportional,0.01,2,2,349,0.1
5.494,5.501,10000,1,1,proportional,0.01,2,2,736,0.0
5.243,5.19,10000,1,1,proportional,0.01,2,2,736,0.04
1.092,1.092,10000,1,1,proportional,0.01,2,2,736,0.1
5.102,5.098,10000,1,1,proportional,0.01,2,5,150,0.0
7.311,7.301,10000,1,1,proportional,0.01,2,5,150,0.04
6.502,6.502,10000,1,1,proportional,0.01,2,5,150,0.1
3.706,3.703,10000,1,1,proportional,0.01,2,5,179,0.0
5.495,5.495,10000,1,1,proportional,0.01,2,5,179,0.04
4.113,4.097,10000,1,1,proportional,0.01,2,5,179,0.1
4.664,4.664,10000,1,1,proportional,0.01,2,5,349,0.0
4.271,4.263,10000,1,1,proportional,0.01,2,5,349,0.04
4.178,4.155,10000,1,1,proportional,0.01,2,5,349,0.1
4.491,4.491,10000,1,1,proportional,0.01,2,5,736,0.0
4.806,4.783,10000,1,1,proportional,0.01,2,5,736,0.04
2.864,2.861,10000,1,1,proportional,0.01,2,5,736,0.1
4.163,4.16,10000,1,1,proportional,0.01,2,10,150,0.0
5.622,5.622,10000,1,1,proportional,0.01,2,10,150,0.04
5.083,5.076,10000,1,1,proportional,0.01,2,10,150,0.1
5.073,5.073,10000,1,1,proportional,0.01,2,10,179,0.0
4.561,4.561,10000,1,1,proportional,0.01,2,10,179,0.04
6.848,6.831,10000,1,1,proportional,0.01,2,10,179,0.1
5.565,5.565,10000,1,1,proportional,0.01,2,10,349,0.0
4.312,4.312,10000,1,1,proportional,0.01,2,10,349,0.04
4.05,4.04,10000,1,1,proportional,0.01,2,10,349,0.1
3.78,3.778,10000,1,1,proportional,0.01,2,10,736,0.0
5.341,5.341,10000,1,1,proportional,0.01,2,10,736,0.04
6.058,6.039,10000,1,1,proportional,0.01,2,10,736,0.1
6.553,6.551,10000,1,1,proportional,0.01,2,25,150,0.0
6.102,6.096,10000,1,1,proportional,0.01,2,25,150,0.04
5.664,5.664,10000,1,1,proportional,0.01,2,25,150,0.1
5.118,5.118,10000,1,1,proportional,0.01,2,25,179,0.0
5.599,5.597,10000,1,1,proportional,0.01,2,25,179,0.04
6.23,6.221,10000,1,1,proportional,0.01,2,25,179,0.1
5.945,5.945,10000,1,1,proportional,0.01,2,25,349,0.0
4.794,4.794,10000,1,1,proportional,0.01,2,25,349,0.04
5.854,5.854,10000,1,1,proportional,0.01,2,25,349,0.1
6.536,6.532,10000,1,1,proportional,0.01,2,25,736,0.0
5.748,5.744,10000,1,1,proportional,0.01,2,25,736,0.04
5.895,5.895,10000,1,1,proportional,0.01,2,25,736,0.1
5.907,5.681,10000,1,1,proportional,0.01,4,2,150,0.0
2.524,2.5,10000,1,1,proportional,0.01,4,2,150,0.04
5.649,5.432,10000,1,1,proportional,0.01,4,2,150,0.1
1.419,1.352,10000,1,1,proportional,0.01,4,2,179,0.0
3.017,2.92,10000,1,1,proportional,0.01,4,2,179,0.04
5.397,5.354,10000,1,1,proportional,0.01,4,2,179,0.1
3.65,3.618,10000,1,1,proportional,0.01,4,2,349,0.0
4.024,3.917,10000,1,1,proportional,0.01,4,2,349,0.04
3.094,3.02,10000,1,1,proportional,0.01,4,2,349,0.1
4.567,4.556,10000,1,1,proportional,0.01,4,2,736,0.0
5.371,5.291,10000,1,1,proportional,0.01,4,2,736,0.04
4.069,4.036,10000,1,1,proportional,0.01,4,2,736,0.1
4.99,4.982,10000,1,1,proportional,0.01,4,5,150,0.0
3.635,3.625,10000,1,1,proportional,0.01,4,5,150,0.04
4.428,4.417,10000,1,1,proportional,0.01,4,5,150,0.1
5.106,5.083,10000,1,1,proportional,0.01,4,5,179,0.0
3.103,3.087,10000,1,1,proportional,0.01,4,5,179,0.04
5.059,5.041,10000,1,1,proportional,0.01,4,5,179,0.1
3.925,3.919,10000,1,1,proportional,0.01,4,5,349,0.0
5.349,5.333,10000,1,1,proportional,0.01,4,5,349,0.04
5.608,5.592,10000,1,1,proportional,0.01,4,5,349,0.1
4.944,4.929,10000,1,1,proportional,0.01,4,5,736,0.0
5.264,5.259,10000,1,1,proportional,0.01,4,5,736,0.04
5.318,5.308,10000,1,1,proportional,0.01,4,5,736,0.1
5.415,5.406,10000,1,1,proportional,0.01,4,10,150,0.0
6.32,6.318,10000,1,1,proportional,0.01,4,10,150,0.04
5.233,5.219,10000,1,1,proportional,0.01,4,10,150,0.1
5.922,5.904,10000,1,1,proportional,0.01,4,10,179,0.0
5.154,5.148,10000,1,1,proportional,0.01,4,10,179,0.04
4.098,4.088,10000,1,1,proportional,0.01,4,10,179,0.1
5.08,5.065,10000,1,1,proportional,0.01,4,10,349,0.0
6.422,6.412,10000,1,1,proportional,0.01,4,10,349,0.04
6.171,6.153,10000,1,1,proportional,0.01,4,10,349,0.1
4.697,4.692,10000,1,1,proportional,0.01,4,10,736,0.0
6.473,6.468,10000,1,1,proportional,0.01,4,10,736,0.04
6.362,6.352,10000,1,1,proportional,0.01,4,10,736,0.1
5.539,5.536,10000,1,1,proportional,0.01,4,25,150,0.0
5.895,5.894,10000,1,1,proportional,0.01,4,25,150,0.04
6.01,6.005,10000,1,1,proportional,0.01,4,25,150,0.1
6.078,6.068,10000,1,1,proportional,0.01,4,25,179,0.0
5.268,5.267,10000,1,1,proportional,0.01,4,25,179,0.04
5.48,5.473,10000,1,1,proportional,0.01,4,25,179,0.1
5.659,5.656,10000,1,1,proportional,0.01,4,25,349,0.0
5.386,5.382,10000,1,1,proportional,0.01,4,25,349,0.04
5.582,5.577,10000,1,1,proportional,0.01,4,25,349,0.1
4.486,4.484,10000,1,1,proportional,0.01,4,25,736,0.0
6.255,6.245,10000,1,1,proportional,0.01,4,25,736,0.04
5.104,5.096,10000,1,1,proportional,0.01,4,25,736,0.1
3.326,2.692,10000,1,1,proportional,0.01,5,2,150,0.0
5.528,3.988,10000,1,1,proportional,0.01,5,2,150,0.04
5.766,4.557,10000,1,1,proportional,0.01,5,2,150,0.1
6.411,6.092,10000,1,1,proportional,0.01,5,2,179,0.0
2.419,1.793,10000,1,1,proportional,0.01,5,2,179,0.04
6.917,5.256,10000,1,1,proportional,0.01,5,2,179,0.1
3.742,3.442,10000,1,1,proportional,0.01,5,2,349,0.0
2.954,2.195,10000,1,1,proportional,0.01,5,2,349,0.04
5.054,3.606,10000,1,1,proportional,0.01,5,2,349,0.1
6.289,4.942,10000,1,1,proportional,0.01,5,2,736,0.0
5.833,5.551,10000,1,1,proportional,0.01,5,2,736,0.04
5.182,4.769,10000,1,1,proportional,0.01,5,2,736,0.1
6.384,6.318,10000,1,1,proportional,0.01,5,5,150,0.0
4.83,4.841,10000,1,1,proportional,0.01,5,5,150,0.04
4.76,4.738,10000,1,1,proportional,0.01,5,5,150,0.1
4.716,4.714,10000,1,1,proportional,0.01,5,5,179,0.0
2.258,2.248,10000,1,1,proportional,0.01,5,5,179,0.04
3.07,3.065,10000,1,1,proportional,0.01,5,5,179,0.1
4.981,4.966,10000,1,1,proportional,0.01,5,5,349,0.0
4.665,4.649,10000,1,1,proportional,0.01,5,5,349,0.04
5.017,5.009,10000,1,1,proportional,0.01,5,5,349,0.1
4.683,4.668,10000,1,1,proportional,0.01,5,5,736,0.0
6.006,5.986,10000,1,1,proportional,0.01,5,5,736,0.04
3.617,3.611,10000,1,1,proportional,0.01,5,5,736,0.1
5.134,5.127,10000,1,1,proportional,0.01,5,10,150,0.0
4.238,4.219,10000,1,1,proportional,0.01,5,10,150,0.04
5.428,5.416,10000,1,1,proportional,0.01,5,10,150,0.1
5.641,5.629,10000,1,1,proportional,0.01,5,10,179,0.0
6.295,6.273,10000,1,1,proportional,0.01,5,10,179,0.04
6.851,6.83,10000,1,1,proportional,0.01,5,10,179,0.1
5.585,5.588,10000,1,1,proportional,0.01,5,10,349,0.0
5.426,5.422,10000,1,1,proportional,0.01,5,10,349,0.04
4.615,4.606,10000,1,1,proportional,0.01,5,10,349,0.1
6.208,6.19,10000,1,1,proportional,0.01,5,10,736,0.0
6.419,6.401,10000,1,1,proportional,0.01,5,10,736,0.04
5.348,5.333,10000,1,1,proportional,0.01,5,10,736,0.1
5.765,5.753,10000,1,1,proportional,0.01,5,25,150,0.0
4.899,4.898,10000,1,1,proportional,0.01,5,25,150,0.04
4.963,4.956,10000,1,1,proportional,0.01,5,25,150,0.1
5.699,5.684,10000,1,1,proportional,0.01,5,25,179,0.0
5.337,5.329,10000,1,1,proportional,0.01,5,25,179,0.04
5.543,5.538,10000,1,1,proportional,0.01,5,25,179,0.1
6.258,6.253,10000,1,1,proportional,0.01,5,25,349,0.0
6.264,6.255,10000,1,1,proportional,0.01,5,25,349,0.04
4.831,4.829,10000,1,1,proportional,0.01,5,25,349,0.1
5.073,5.068,10000,1,1,proportional,0.01,5,25,736,0.0
4.794,4.798,10000,1,1,proportional,0.01,5,25,736,0.04
4.909,4.905,10000,1,1,proportional,0.01,5,25,736,0.1
7.017,5.281,10000,1,1,proportional,0.01,9,2,150,0.0
6.203,4.778,10000,1,1,proportional,0.01,9,2,150,0.04
5.701,5.202,10000,1,1,proportional,0.01,9,2,150,0.1
3.909,3.103,10000,1,1,proportional,0.01,9,2,179,0.0
3.589,2.697,10000,1,1,proportional,0.01,9,2,179,0.04
6.656,5.97,10000,1,1,proportional,0.01,9,2,179,0.1
6.865,5.054,10000,1,1,proportional,0.01,9,2,349,0.0
5.41,3.932,10000,1,1,proportional,0.01,9,2,349,0.04
5.002,4.382,10000,1,1,proportional,0.01,9,2,349,0.1
5.296,3.912,10000,1,1,proportional,0.01,9,2,736,0.0
7.27,5.332,10000,1,1,proportional,0.01,9,2,736,0.04
3.178,2.581,10000,1,1,proportional,0.01,9,2,736,0.1
3.525,3.486,10000,1,1,proportional,0.01,9,5,150,0.0
5.701,5.571,10000,1,1,proportional,0.01,9,5,150,0.04
5.009,4.956,10000,1,1,proportional,0.01,9,5,150,0.1
4.244,4.196,10000,1,1,proportional,0.01,9,5,179,0.0
2.523,2.498,10000,1,1,proportional,0.01,9,5,179,0.04
4.477,4.416,10000,1,1,proportional,0.01,9,5,179,0.1
4.588,4.514,10000,1,1,proportional,0.01,9,5,349,0.0
4.883,4.826,10000,1,1,proportional,0.01,9,5,349,0.04
4.308,4.263,10000,1,1,proportional,0.01,9,5,349,0.1
5.136,5.08,10000,1,1,proportional,0.01,9,5,736,0.0
4.516,4.475,10000,1,1,proportional,0.01,9,5,736,0.04
4.398,4.368,10000,1,1,proportional,0.01,9,5,736,0.1
4.837,4.826,10000,1,1,proportional,0.01,9,10,150,0.0
5.177,5.189,10000,1,1,proportional,0.01,9,10,150,0.04
4.951,4.929,10000,1,1,proportional,0.01,9,10,150,0.1
5.277,5.279,10000,1,1,proportional,0.01,9,10,179,0.0
6.04,5.993,10000,1,1,proportional,0.01,9,10,179,0.04
4.675,4.671,10000,1,1,proportional,0.01,9,10,179,0.1
4.957,4.935,10000,1,1,proportional,0.01,9,10,349,0.0
4.846,4.825,10000,1,1,proportional,0.01,9,10,349,0.04
5.345,5.342,10000,1,1,proportional,0.01,9,10,349,0.1
5.686,5.688,10000,1,1,proportional,0.01,9,10,736,0.0
6.017,5.997,10000,1,1,proportional,0.01,9,10,736,0.04
4.446,4.428,10000,1,1,proportional,0.01,9,10,736,0.1
5.733,5.738,10000,1,1,proportional,0.01,9,25,150,0.0
5.671,5.668,10000,1,1,proportional,0.01,9,25,150,0.04
5.71,5.695,10000,1,1,proportional,0.01,9,25,150,0.1
5.674,5.674,10000,1,1,proportional,0.01,9,25,179,0.0
6.439,6.434,10000,1,1,proportional,0.01,9,25,179,0.04
6.092,6.091,10000,1,1,proportional,0.01,9,25,179,0.1
5.218,5.212,10000,1,1,proportional,0.01,9,25,349,0.0
5.457,5.448,10000,1,1,proportional,0.01,9,25,349,0.04
5.396,5.4,10000,1,1,proportional,0.01,9,25,349,0.1
6.058,6.041,10000,1,1,proportional,0.01,9,25,736,0.0
5.283,5.281,10000,1,1,proportional,0.01,9,25,736,0.04
5.846,5.844,10000,1,1,proportional,0.01,9,25,736,0.1
7.093,6.991,10000,1,1,proportional,0.05,2,2,150,0.0
5.281,5.281,10000,1,1,proportional,0.05,2,2,150,0.04
4.462,4.462,10000,1,1,proportional,0.05,2,2,150,0.1
7.053,6.962,10000,1,1,proportional,0.05,2,2,179,0.0
5.393,5.389,10000,1,1,proportional,0.05,2,2,179,0.04
3.265,3.235,10000,1,1,proportional,0.05,2,2,179,0.1
3.277,3.247,10000,1,1,proportional,0.05,2,2,349,0.0
5.731,5.731,10000,1,1,proportional,0.05,2,2,349,0.04
2.893,2.835,10000,1,1,proportional,0.05,2,2,349,0.1
1.857,1.857,10000,1,1,proportional,0.05,2,2,736,0.0
6.864,6.776,10000,1,1,proportional,0.05,2,2,736,0.04
4.948,4.948,10000,1,1,proportional,0.05,2,2,736,0.1
6.127,6.127,10000,1,1,proportional,0.05,2,5,150,0.0
5.117,5.105,10000,1,1,proportional,0.05,2,5,150,0.04
4.18,4.163,10000,1,1,proportional,0.05,2,5,150,0.1
6.37,6.362,10000,1,1,proportional,0.05,2,5,179,0.0
4.911,4.9,10000,1,1,proportional,0.05,2,5,179,0.04
4.639,4.621,10000,1,1,proportional,0.05,2,5,179,0.1
5.431,5.431,10000,1,1,proportional,0.05,2,5,349,0.0
6.0,6.0,10000,1,1,proportional,0.05,2,5,349,0.04
5.728,5.715,10000,1,1,proportional,0.05,2,5,349,0.1
6.473,6.459,10000,1,1,proportional,0.05,2,5,736,0.0
4.371,4.371,10000,1,1,proportional,0.05,2,5,736,0.04
5.189,5.181,10000,1,1,proportional,0.05,2,5,736,0.1
5.162,5.162,10000,1,1,proportional,0.05,2,10,150,0.0
4.177,4.177,10000,1,1,proportional,0.05,2,10,150,0.04
3.875,3.875,10000,1,1,proportional,0.05,2,10,150,0.1
5.553,5.553,10000,1,1,proportional,0.05,2,10,179,0.0
6.657,6.656,10000,1,1,proportional,0.05,2,10,179,0.04
4.807,4.804,10000,1,1,proportional,0.05,2,10,179,0.1
4.875,4.875,10000,1,1,proportional,0.05,2,10,349,0.0
5.59,5.588,10000,1,1,proportional,0.05,2,10,349,0.04
5.88,5.878,10000,1,1,proportional,0.05,2,10,349,0.1
6.736,6.736,10000,1,1,proportional,0.05,2,10,736,0.0
5.279,5.272,10000,1,1,proportional,0.05,2,10,736,0.04
6.45,6.442,10000,1,1,proportional,0.05,2,10,736,0.1
5.779,5.779,10000,1,1,proportional,0.05,2,25,150,0.0
5.87,5.87,10000,1,1,proportional,0.05,2,25,150,0.04
